4to 05096820-a:0
tamp 04387706-n:0
tamper 04387706-n:0 01586018-v:1
tamping_bar 04387706-n:0
tampion 04388040-n:0
tampon 04388162-n:0
tank 04388743-n:3
tap 07388987-n:3 04559451-n:0 04390977-n:0 01613732-v:0
tap_wrench 04393913-n:0
tape 04391838-n:2 01331818-v:0
tape_deck 04392526-n:0
tape_recording 04391838-n:0
taper 04581829-n:0
tapeworm_infection 14185620-n:0
taping 04391838-n:0
tapped 01659577-a:0
tapper 10691764-n:0 10691600-n:0
tapster 10691764-n:0
taraxacum_officinale 12024445-n:0
taraxacum_ruderalia 12024445-n:0
tarboosh 03331077-n:0
tartlet 07624339-n:0
tat 01674544-v:1
tatting 04395495-n:0 00909672-n:0
tattoo 04395651-n:0 00263353-n:0 01681333-v:0
tax_evasion 00741797-n:0
taxis 00862686-n:0
tb 14143415-n:0
tea 07932841-n:0
tea_ball 04396902-n:0
tea_biscuit 07634901-n:0
tea_leaf 07932841-n:0
teacake 07634901-n:0
teach-in 07145783-n:0
teak 12916723-n:0
teakettle 04397768-n:1
teakwood 12916723-n:1
teapot 04398044-n:0
tear 09410928-n:1 01573515-v:19
teardrop 13901925-n:0
tears 00868196-n:7
technical 00771356-n:0
technical_foul 00771356-n:0
technicolor 05667086-n:0
techno 07058064-n:0
teddy 04399382-n:0
teddy_bear 04399382-n:0
tee 04399537-n:0 01499692-v:0
tee_hinge 04399846-n:0
tee_up 01499692-v:0
teepee 04412416-n:0
telegraph 04400499-n:3
telegraphy 04400499-n:0
telemark 00441686-n:0
telepathist 10319580-n:0
telephone_dial 03186818-n:0
telephoto 04403167-n:0
telephotograph 04403167-n:0
telescopy 05636554-n:0
temple_of_apollo 04407844-n:0
tender 04409279-n:0 04409011-n:0
tender_offer 07166101-n:0
tendril 13102775-n:0
tenon 04409911-n:0
tenor_clef 06863442-n:0
tension_headache 14328105-n:0
tent 04411264-n:17
tepee 04412416-n:0
teras 01460108-n:0
teratoma 14251045-n:0
terebellidae 01937015-n:0
tergiversate 00835506-v:0
terminal 08566028-n:0
termite 02223266-n:0
terra_alba 14670639-n:0
terrace 03899768-n:2
terrier 02092468-n:2
terrorist 10702781-n:1
terrorist_cell 08358963-n:0
terry 04414476-n:0
terry_cloth 04414476-n:0
terrycloth 04414476-n:1
tesla_coil 04414675-n:0
test_copy 06590885-n:0
testate 10703336-n:0 02444758-a:0
testator 10703336-n:0
testicular_cancer 14252184-n:0
tetrachoric_correlation 06035918-n:0
tetrachoric_correlation_coefficient 06035918-n:0
tetragrammaton 06360996-n:0
text_editor 06576727-n:0
textile 03309808-n:7
texture 04984007-n:1
thanksgiving_cactus 11854479-n:0
thatcher 10705211-n:0
theater_of_the_absurd 07009161-n:0
thence 00043608-r:2
theological_virtue 04847991-n:0
theology 00613973-n:1
therapeutic_cloning 00639007-n:0
therefrom 00043608-r:1
thesis 06409085-n:0
thespesia_populnea 12188635-n:0
thiazide 04423288-n:0
thick 02410393-a:25
thinker 10708454-n:0
thistledown 11692792-n:0
thole 03905730-n:0
tholepin 03905730-n:0
thorn 13089631-n:0
thought-reader 10319580-n:0
thread 04154938-n:0
threaded 02815039-a:0
three-decker 07696839-n:0
threshold 03223686-n:1
throat 04428920-n:2
thrombosis 14102075-n:1
thrombus 14373246-n:1
throne 02391193-v:0
throttle 00233335-v:2 01570935-v:1
throw 01499265-v:7 01632897-v:4 02097341-v:2
throw_out 00801626-v:1
throw_stick 02871963-n:0
throwaway 07250339-n:0
throwing_stick 02871963-n:0
thrust 00334935-n:0 01441510-v:1 01499265-v:0
thrusting 00334935-n:0
thud 07396945-n:1
thumb 05567217-n:5
thumbhole 04431158-n:0 04431025-n:0
thumbprint 06644916-n:0
thumbscrew 04431436-n:0
thump 07396945-n:0
thumping 07396945-n:2
thyroprotein 14922637-n:0
tic-tac-toe 00506207-n:0
tick 00662182-v:0
tick-tack-toe 00506207-n:0
tick-weed 11956850-n:0
tick_off 00662182-v:0
ticker 04555897-n:0
tickseed 11956850-n:0
ticktacktoe 00506207-n:0
ticktacktoo 00506207-n:0
ticktock 07397955-n:0
tickweed 11956850-n:0
tictac 07397955-n:0
tide 15275727-n:0
tidy 00275843-v:0
tidy_up 00275843-v:1
tie 01285440-v:13 02538086-v:0 01658444-v:0
tie_up 01477014-v:0
tiger_beetle 02165105-n:0
tight 01447302-a:10
tighten 00420132-v:8
tightly 00092569-r:1
tilde 06823561-n:0
tilia 12202712-n:0
tillandsia 12607896-n:0
tilter 04435870-n:0
timber 14943580-n:3 04436185-n:2 04436329-n:1
time 15122231-n:114
time-fuse 04437670-n:0
time_of_life 15144371-n:2
timeline 06504965-n:0
tine_test 05746424-n:0
tinker's_root 12679876-n:0
tinsel 04440059-n:0
tip 13902482-n:0 08617963-n:0
tip_over 01909978-v:0
tipi 04412416-n:0
tipple 07883980-n:0
tiptoe 01919793-a:0
tire_chain 04440963-n:0
tissue 15074962-n:4
tissue_paper 15074962-n:2
tit-tat-toe 00506207-n:0
titivation 00263492-n:0
tittivation 00263492-n:0
toaster 04442312-n:0
tocktact 07397955-n:0
tocsin 07265886-n:0
toffee_apple 07600696-n:0
tog 00047945-v:0
toggle 04445327-n:0
toggle_joint 04445782-n:0
tole 04449046-n:0
tom_collins 07913882-n:0
tomato_juice 07925500-n:0
tome 06413579-n:0
tompion 04388040-n:0
tone 06865345-n:1
tongs 04450749-n:0
tongue 03037228-n:0
tongue_and_groove_joint 04451139-n:0
tonsillectomy 00688317-n:0
tool 04451818-n:15
tool-and-die_work 00618536-n:2
toolmaker 10715347-n:0
toothed_wheel 04113194-n:0
top 08617963-n:8 04453910-n:0 04453666-n:0
top_hat 03237416-n:0
top_round 07662406-n:0
topicalization 06484279-n:0
topicalize 01013856-v:0
topknotted 00057992-a:0
topminnow 01448951-n:0
topographic_point 08664443-n:0
topper 03237416-n:0
topspin 07442744-n:0
torch 04456115-n:2 02855390-n:0
torch_singer 10715881-n:0
tore 04458299-n:0
torpedo 04456734-n:0
torte 07633511-n:0
tortoise 01670092-n:0
torus 04458299-n:0
touch 01205696-v:3
touch-me-not 12684379-n:0
tough 00707795-a:2
tourmaline 15076619-n:0
tourtiere 07872381-n:0
tower 04460130-n:4
trace 06647036-n:0 01582645-v:5 01694376-v:0
tracer 04463017-n:0
tracheostomy 00693399-n:0
tracheotomy 00693399-n:0
track 01618468-v:0
tracklayer 10439087-n:0
trade_route 08680237-n:0
trading_post 03119203-n:1
tragicomedy 07017161-n:0
trailer 04467307-n:0
train 00603298-v:14
training_table 07565458-n:0
trammel 04469251-n:0 00233335-v:0
tramp 00288970-n:0
trampoline 04469514-n:0
transcribe 00994895-v:0
transcriber 10723984-n:0
transcript 07277384-n:0
transcription 00910203-n:0
transdermal_patch 04470741-n:0
transfer_agent 08419774-n:0
transfer_rna 14833143-n:0
transference 06247181-n:0
transit 00309115-n:0
transitiveness 13798118-n:0
transitivity 13798118-n:0
transmissible 01314537-a:0 01314197-a:0
transmitted 01314537-a:0
transom 04473108-n:0
transom_window 04473108-n:0
transparently 00480584-r:0
transport 01953810-v:4
transverse_flute 03372029-n:0
trap 04474466-n:4
trapper 10726233-n:3
travel 01835496-v:34
travel_bargain 13254105-n:0
travel_expense 13306669-n:0
travesty 06780309-n:0
trawl 04475900-n:0
trawl_line 04475900-n:0
tread 02091410-v:3
tread_on 02092039-v:3
treasure_trove 13371355-n:0
treble_clef 06862805-n:0
treble_damages 13292244-n:0
treble_recorder 03355468-n:0
treble_staff 06862805-n:0
tree-frog 01650167-n:0
tree_fern 13186654-n:0
tree_frog 01650167-n:0
tree_toad 01650167-n:0
tree_trunk 13165815-n:2
tremor 14005137-n:0
trench 01497458-v:0
trench_warfare 01236633-n:0
trepan 04479526-n:0 04479405-n:0 01443871-v:0
trephine 04479526-n:0
trews 04480303-n:0
tri-chad 15079184-n:0
trial_by_ordeal 01196477-n:0
trial_impression 06590885-n:0
triazolam 04480625-n:0
tribe 08372411-n:0
trichloracetic_acid 15079310-n:0
trichloroacetic_acid 15079310-n:1
trickery 00752954-n:0
trifolium_alpinum 11752798-n:0
trifolium_pratense 11753355-n:0
trillion 13776432-n:0
trim 04484160-n:1
trimming 04484160-n:0
trimmings 03354350-n:0
triostium_perfoliatum 12679876-n:0
trip 00308370-n:31
trip_the_light_fantastic 01708676-v:0
trip_the_light_fantastic_toe 01708676-v:0
triple-decker 07696839-n:0
triptych 04485423-n:0
triton 01630284-n:0
triumphal_arch 04486054-n:0
trna 14833143-n:0
trochanter 05574151-n:0
trompe-l'oeil 01935581-a:0
trotline 04475900-n:0
trouble_maker 10731244-n:0
troublemaker 10731244-n:0
troubler 10731244-n:0
trough 03717131-n:0
trouser 04489008-n:3 04488530-n:0
trove 13371355-n:0
true 00023120-a:3
true_cat 02121620-n:0
true_frog 01640846-n:0
true_pine 11608250-n:0
true_rib 05591999-n:0
true_tulipwood 11712621-n:0
trunk 13165815-n:3
trunk_hose 04491934-n:0
truss 03105467-n:0
trust_company 08424222-n:0
trust_corporation 08424222-n:0
try 00047317-v:0
try_on 00047317-v:1
tryst 08385717-n:0
tube 04493505-n:26 03757138-n:0 01580928-v:0
tube-shaped 02264807-a:0
tube_well 03243903-n:0
tubelike 02264807-a:0
tuberculosis 14143415-n:4
tubing 04493505-n:4
tubular 02264807-a:1
tuck_away 01173208-v:0
tuck_in 01173208-v:0
tudor_arch 04495555-n:0
tufa 14931323-n:0
tufted 00057992-a:0
tuition 00889294-n:0
tulip 12454159-n:1
tulipwood 12188484-n:0 11712621-n:0
tumble 00590366-v:0 00211642-v:0
tump_over 01909978-v:0
tumult 00553823-n:0
tun 04497442-n:0
tuna 07780627-n:0
tuna_fish 07780627-n:0
tunnel 04497962-n:1 09230041-n:0
tunny 07780627-n:0
tupelo 12340998-n:0
turban_squash 07717858-n:0
turbidity 04703932-n:0
turbidness 04703932-n:0
turbofan 03321103-n:0
turbofan_engine 03321103-n:1
turbojet 03321103-n:0
turbojet_engine 03321103-n:0
turf_out 01468576-v:0
turkey 07647731-n:0
turkish_boxwood 12746474-n:0
turkish_coffee 07921239-n:0
turmoil 00554300-n:0
turn_in 01649809-v:1
turn_out 01623792-v:10 00425522-v:2 01652139-v:1 01468576-v:1
turn_over 02230772-v:5 01909978-v:2
turn_up 01277974-v:3 01313923-v:0
turnery 04500390-n:0 04500294-n:0
turning 09464098-n:0 04500504-n:0
turning_away 00203753-n:0
turnover 07624466-n:0
turnpike 04501127-n:1
turnstile 04501370-n:0
turntable 04501837-n:0
turnup 03145843-n:0
turtle_bean 07727458-n:0
turtle_soup 07587206-n:0
tushery 06387204-n:0
tutelage 00889294-n:0
tutorship 00889294-n:0
twiddle 00340989-n:0
twig 13163991-n:1 00590366-v:0
twilight_zone 04825815-n:0
twine 04337974-n:0 01518047-v:0
twinflower 12673328-n:0
twist 01349493-v:0
twitter 01053623-v:0
two-winged_insects 02188699-n:0
tympan 03249569-n:0
type 05840188-n:136 09909060-n:7
type_ii_diabetes 14118936-n:0
typesetting_machine 04504770-n:0
typewriter_ribbon 04088058-n:0
typha_latifolia 12155773-n:0
u-boat 04347754-n:0
u.k. 08860123-n:0
uk 08860123-n:0
ulster 04506402-n:0
ulterior 01707733-a:0
ultrasonography 00901789-n:0
ultrasound 00901789-n:0
umbilical_hernia 14297489-n:0
umbilicus 05556595-n:0
umbo 05324553-n:0
umlaut 06823760-n:0
unarguable 00591406-a:0
unattached 00160288-a:0
unbarreled 00206317-a:0
unbarrelled 00206317-a:0
unbutton 01368001-v:0
unco 00107230-r:0
uncommon 00487653-a:4
uncooperative 00021592-a:0
unction 03845550-n:0
underestimate 00673766-v:1
undergarment 04508163-n:0
underground 03757138-n:0
underlay 02967626-n:0 01497292-v:0
underlayment 02967626-n:0
undermine 01283033-v:0
undernourishment 14040490-n:0
underpants 04508489-n:0
underslung 02352153-a:0
undertow 07404261-n:0
undesigned 01340147-a:0
unearned_income 13261380-n:0
unearned_revenue 13261380-n:0
unearth 02143539-v:0
unexpectedly 00040547-r:2
unexpressive 00501313-a:0
unfixed 01060785-a:1
unguent 03845550-n:0
unhealthiness 14052046-n:0
unintentionally 00062650-r:1
unitard 03657511-n:0
united_kingdom 08860123-n:2
united_kingdom_of_great_britain_and_northern_ireland 08860123-n:0
unlearn 00598629-v:0
unload 01489465-v:3
unmentionable 04508163-n:0
unnatural 00073048-a:0
unobstructed 01622302-a:0
unpackaged 01739456-a:0
unpierced 00662873-a:0
unprepossessing 00169826-a:0
unpresentable 00169826-a:0
unremarkable 01674242-a:1
unremarkably 00106921-r:0
unseasonable 01494740-a:0
unselfishness 04832951-n:1
unstoppered 01653231-a:0
unstrained 02408140-a:0
unusual 00488857-a:1
unusually 00107230-r:3
unveiling 06891339-n:0
unvented 02509984-a:0
updating 00404170-n:0
upend 01909679-v:0 01517515-v:0
upending 00335814-n:0
upheaval 00554300-n:0
upset 04515444-n:0 01909978-v:0
upstage 02515727-v:0
upstroke 06799588-n:0
uraemia 14210971-n:0
uraemic 02656218-a:0
urban_legend 06682952-n:0
uremia 14210971-n:0
uremic 02656218-a:0
urinal 04515991-n:0
urn 04516116-n:1 04516214-n:0
urticaria 14322248-n:0
urtication 14322248-n:0
use 01158872-v:603
user 10741590-n:3
user_interface 06575227-n:0
usnea 12989739-n:0
usual 00489108-a:29 00970610-a:2
usually 00106921-r:96
utilise 01158872-v:0
utilize 01158872-v:15
utopian 10743356-n:4
v_neck 04539535-n:0
v_sign 07274197-n:0
vaccina 14358022-n:0
vaccinia 14358022-n:0
vacillator 10603528-n:0
vacuum_pump 02692513-n:0
vaginal_discharge 14853796-n:0
vaginismus 00370885-n:0
vaginitis 14358335-n:0
vale 09468604-n:0
valedictorian 10745006-n:0
valedictory_speaker 10745006-n:0
valley 09468604-n:27
van_bogaert_encephalitis 14344189-n:0
vane 04568069-n:0 04520784-n:0 02848523-n:0
vanilla_pudding 07618281-n:0
vaporise 00442267-v:0
vaporize 00442267-v:0
varicolored 00398978-a:0
varicoloured 00398978-a:0
variety 04752034-n:0
variola_vaccina 14358022-n:0
variola_vaccine 14358022-n:0
variola_vaccinia 14358022-n:0
varment 01316288-n:0
varmint 01316288-n:0
varsity 08287182-n:0
vas 05397333-n:0
vasectomy 00716179-n:0
vasiform 02264807-a:0
vasopressor 04523201-n:0
vasovesiculitis 14358709-n:0
vaticination 05775407-n:0
vault 04523690-n:1
vegetable_hummingbird 12569851-n:0
vegetable_ivory 12594533-n:0
veil 03502331-n:2
veiled 02508104-a:3
vein 01696350-v:1
velvet_plant 12888906-n:0
velveteen 04525191-n:0
venipuncture 00944965-n:0
venomous 00226105-a:0
vent 04526241-n:2 04526416-n:0 00488770-v:0
vent-hole 04526241-n:0
vented 02509170-a:0
venthole 04526241-n:0
ventilate 00488770-v:1 00581891-v:0
ventilation 00266645-n:3 00831191-n:0
ventral_fin 02466731-n:0
venturi 04527310-n:0
verbal_creation 00929586-n:0
verification 06736769-n:0
verify 01012395-v:0
verpa 13032923-n:0
version 01267901-n:0
vertical_flute 03343354-n:0
vertical_section 04529795-n:0
very_well 00053004-r:2
vesica 05512139-n:0
vesiculitis 14358860-n:0
vesper 09276872-n:0
vespula_maculifrons 02213788-n:0
vessel 05397333-n:6 04531098-n:0
vest 04531873-n:2 00052253-v:0
vestment 04532106-n:0
vestmented 00457482-a:0
vesture 09471349-n:0 03051540-n:0
vetchling 12539074-n:0
vhf 14177423-n:0
vibrate 01891249-v:1 02175958-v:0
vibrating_reed 04066888-n:0
vichyssoise 07588817-n:0
vicious 00226105-a:0
victual 02281485-v:0
videotape 04534520-n:0
vienna_sausage 07676855-n:0
view 02150948-v:2
vignette 04535011-n:0
villain 10753546-n:2
vinca_minor 11778092-n:0
vinca_rosea 11772408-n:0
vine_cactus 12381931-n:0
vinegar 07828987-n:1
vintager 10753989-n:0
vinyl_cyanide 14998677-n:0
viola_clef 06863086-n:0
violet_wood_sorrel 12703856-n:0
violin 04536866-n:3
viracept 03817830-n:0
viral_haemorrhagic_fever 14177423-n:0
viral_hemorrhagic_fever 14177423-n:0
virginal 04537436-n:0
virilisation 13511755-n:0
virilization 13511755-n:0
virtual_memory 04537919-n:0
virtual_storage 04537919-n:0
virus 06585816-n:0
vise 04538552-n:0
visual_acuity 05655567-n:0
vital_capacity 13779570-n:0
vital_sign 14302005-n:0
vocal 07282006-n:0
vocal_music 07282006-n:0
vocalisation 07110615-n:0
vocalism 07110615-n:0
vocalization 07110615-n:0
vociferator 10758589-n:0
voice 07110615-n:69
vol-au-vent 07627564-n:0
volume 04990220-n:1
volvulus 14574014-n:0
von_braun 10863124-n:0
voraciousness 04834817-n:0
vortex 07433145-n:0
vowel 07112550-n:3
vowel_point 07114870-n:0
vowel_sound 07112550-n:1
vox 07110615-n:0
vroom 07399620-n:0 01046357-v:0
vulpes_vulpes 02119022-n:0
vultur 01619675-n:0
waffle_iron 04542943-n:0
waggon 04543158-n:0
wagon 04543158-n:24
waist_pack 04544450-n:0
waistcoat 04531873-n:0
walk-in 10764128-n:0
walk-through 07282289-n:0
walk_out_of 02008863-v:2
wallah 10764719-n:0
wallow 01191974-v:3
walnut 12318615-n:0
walnut_family 12317919-n:0
wampum 04549407-n:0
wampumpeag 04549407-n:0
war_power 13945682-n:0
warbler 10766492-n:0
ward 02992032-n:0
warm 01068609-a:0
warn 00832907-v:0
warning 07212874-n:0
warning_signal 06803157-n:0
warped 02314070-a:1
warrant 13418219-n:0
wash 00255710-n:3 03648219-n:0
washables 03648219-n:0
washer 04554871-n:0
washing 00255710-n:14 03648219-n:0
wasp 02212062-n:0
watch 04555897-n:9 02150948-v:24 00920336-v:0
watch_bracelet 04556204-n:0
watch_key 04556816-n:0
watchband 04556204-n:0
watching 00879759-n:2
watchstrap 04556204-n:0
water 14845743-n:136
water_back 04557111-n:0
water_beetle 02177196-n:0
water_biscuit 07695504-n:0
water_butt 04557751-n:0
water_dog 02098906-n:0
water_faucet 04559451-n:0
water_ice 14915184-n:0 07614348-n:0
water_shrew 01892551-n:0
water_tap 04559451-n:0
water_wheel 04563413-n:0
waterproof 01398941-a:1
waterproofed 01398941-a:0
waterwheel 04563413-n:0
waul 01047263-v:0
wave 05259240-n:1
wave_equation 06671339-n:0
waverer 10603528-n:0
wawl 01047263-v:0
wax_figure 04564581-n:0
waxwork 04564581-n:0
way 04928903-n:183
way_out 03303965-n:2
weapon 04565375-n:29
weapon_system 04565375-n:4
wear 03051540-n:0
wearable 03051540-n:0
weather_sheet 04188368-n:0
weather_vane 04568069-n:0
weathervane 04568069-n:0
weaver's_hitch 04189092-n:0
weaver's_knot 04189092-n:0
wedding_band 04569338-n:0
wedding_ring 04569338-n:0
wedge 06823259-n:0 03023878-n:0
weeds 04570532-n:1
weekend 15170504-n:13
weenie 07676602-n:0
weeping 00868196-n:1
weight 04571292-n:5
weissbier 07888465-n:0
welcome_mat 03223299-n:0
well 04572344-n:8
well-mined 01504282-a:0
welt 00187415-v:0
werdnig-hoffman_disease 14170070-n:0
wernher_magnus_maximilian_von_braun 10863124-n:0
wernher_von_braun 10863124-n:0
wernicke's_encephalopathy 14397372-n:0
west-central 00826827-a:0
west_pakistan 08975902-n:0
wet_dream 05769156-n:0
wet_suit 04574067-n:0
whack 07399829-n:0
wheat 07803545-n:0
wheat_beer 07888465-n:0
wheat_berry 07803545-n:0
wheeled_vehicle 04576211-n:0
whicker 07387316-n:0
whiffletree 04577567-n:0
while 15246353-n:23
whinny 07387316-n:0
whip 07612367-n:0
whip-round 06513953-n:0
whippletree 04577567-n:0
whirl 00787061-n:0
whirlpool 07433145-n:0
whirr 01052562-v:0
whispering 01456038-a:0
whistle 07400156-n:0
whistling 07400156-n:1
white_ant 02223266-n:0
white_bean 07727140-n:0
white_beer 07888465-n:0
white_bread 07687211-n:0
white_fritillary 12453018-n:0
white_gold 14719169-n:0
white_pages 07251148-n:0
white_pine 11612923-n:0
white_poplar 11712621-n:0
whitebait 07799132-n:0
whitewood 11712621-n:0
whitlowwort 11813490-n:0
whittler 10779775-n:0
whodunit 06370792-n:1
whole_meal_flour 07569644-n:0
whole_wheat_flour 07569644-n:0
wholesale 01114646-n:0
wick 04581829-n:0
wicker 15097849-n:2
wicket 04582454-n:0
wide-angle_lens 04583212-n:0
widow's_weeds 04570532-n:0
wiener 07676602-n:0
wienerwurst 07676602-n:0
wiggle_nail 03112240-n:0
wight 09976429-n:0
wild_apple 12634211-n:0
wild_coffee 12679876-n:0
wild_pea 12539306-n:0
wild_peanut 12505253-n:0
wild_pink 12046028-n:0
wilding 00554726-n:0
wile 00752954-n:1
will 00698398-v:2
william_clark 10899164-n:0
wilt 14283178-n:0
wilt_disease 14283178-n:0
wimble 02758490-n:0
wind 11525955-n:28 01522052-v:0
wind_up 01522052-v:0
wind_vane 04568069-n:0
winder 04586581-n:0
window 04588365-n:6 04588986-n:0
window_lock 04136800-n:0
wine_and_dine 01194661-v:0
wine_barrel 04592005-n:0
wine_cask 04592005-n:0
wine_making 01126564-n:0
wineberry 12193665-n:0
winemaking 01126564-n:0
wineskin 04592596-n:0
winter_fern 12935609-n:0
winter_sweet 11768505-n:0
wire_matrix_printer 04595285-n:0
wire_printer 04595285-n:0
wireless_telegraph 04044307-n:0
wireless_telegraphy 04044307-n:0
wisconsin_weeping_willow 12726902-n:0
wise_men 08486538-n:0
wisecrack 01058880-v:2
witch 09503282-n:2 00776988-v:0
withal 00027384-r:1
withdraw 00173338-v:0
withdrawal 00849059-n:0
withdrawal_method 00849059-n:0
witloof 11953339-n:0
witting 01337767-a:0
wolf 02114100-n:1
wolstonian_glaciation 13487952-n:0
woman 10787470-n:143
won_ton 07702057-n:0
wonder 00925110-v:41
wonted 00489491-a:0
wonton 07702057-n:0
wood 15098161-n:14 04598582-n:0
wood_aster 11932745-n:0
wood_block 04597536-n:0
wood_coal 14685296-n:0
wood_engraving 04597536-n:0
wood_pussy 02445715-n:0
woodborer 01923025-n:0
woodcarver 10789963-n:1
woodcut 04597536-n:0
woodlet 03463832-n:0
woodman 10790192-n:0
woodpecker 01838598-n:2
woodsia_alpina 13202355-n:0
woodsman 10790192-n:0
woodwind 04598582-n:0
woodwind_instrument 04598582-n:0
woodwork 00607775-n:0
woodworker 10790192-n:0
woodworking 00607775-n:0
woodworking_plane 03954731-n:0
woody 02575330-a:0
wooing 07188685-n:0
wordbook 06418693-n:0
work 00575741-n:90 01629589-v:3 01817574-v:0 01659248-v:0
work_at 02415039-v:6
work_in 00183506-v:0
work_on 02415039-v:21
work_song 07053993-n:0
workaday 01674242-a:0
working 04601473-n:0
working_dog 02103406-n:0
workings 04601473-n:0
workout_suit 04370774-n:0
wormhole 09481036-n:0
wort 13085747-n:0
wound 02318207-a:0
woven 02579469-a:1
wrap 04605726-n:0
wraparound 04605572-n:0
wrapper 04605726-n:0
wrapping 04605726-n:0
wrasse 02607862-n:0
wrath 07516905-n:8
wreak 01629589-v:1
wreck 07301950-n:0
wrecker 10544748-n:0
wrench 01349493-v:5
wrist 05584928-n:9
wrist_joint 05584928-n:0
wristband 04607398-n:0 04556204-n:0
write 01705494-v:9 01692834-v:0
writing_board 04608127-n:0
